id,Genero,Idade,Raça,Formação,Estado,Tempo de casa,Departamento,Senioridade,Idade Ingresso
304,Masc,41,branco,Ensino Superior,Alagoas,8.0,TI,Analista Pleno,33.0
305,Masc,50,pardo,Ensino Superior,Mato Grosso,5.0,Marketing,Gerente,45.0
306,Masc,43,preto,Mestrado,Minas Gerais,7.0,Compras,Gerente,36.0
307,Masc,34,pardo,Ensino Médio,Distrito Federal,7.0,TI,Analista Pleno,27.0
308,Masc,24,branco,Ensino Superior,Paraíba,6.0,Desenvolvimento de Produtos,Analista Júnior,18.0
309,Masc,27,branco,Pós graduação,Maranhão,6.0,Administrativo,Analista Júnior,21.0
310,Masc,24,pardo,Ensino Superior,Minas Gerais,8.0,Desenvolvimento de Produtos,Analista Júnior,16.0
311,Masc,32,branco,Ensino Superior,Minas Gerais,4.0,Recursos Humanos,Analista Júnior,28.0
312,Masc,52,branco,Ensino Superior,Santa Catarina,11.0,TI,Analista Sênior,41.0
313,Masc,22,branco,Ensino Superior,Maranhão,5.0,Operações,Analista Pleno,17.0
314,Fem,31,branco,Ensino Superior,Amazonas,6.0,Compras,Analista Pleno,25.0
316,Masc,45,preto,Ensino Superior,Amazonas,8.0,Desenvolvimento de Produtos,Gerente,37.0
317,Masc,26,pardo,Ensino Superior,Paraná,9.0,Contabilidade,Analista Sênior,17.0
318,Masc,30,indígena,Ensino Superior,São Paulo,5.0,Administrativo,Estagiário,25.0
319,Masc,30,branco,Doutorado,Rio Grande do Norte,3.0,Administrativo,Analista Júnior,27.0
320,Fem,39,branco,Ensino Superior,Rio Grande do Norte,4.0,Administrativo,Analista Pleno,35.0
321,Fem,28,pardo,Ensino Superior,Sergipe,4.0,Compras,Analista Júnior,24.0
322,Masc,21,pardo,Ensino Superior,Tocantins,7.0,Marketing,Analista Pleno,14.0
323,Masc,29,pardo,Ensino Médio,Rio de Janeiro,3.0,Contabilidade,Analista Sênior,26.0
324,Fem,34,branco,Ensino Superior,Rio Grande do Sul,4.0,Contabilidade,Analista Sênior,30.0
325,Masc,34,branco,Ensino Superior,Rio de Janeiro,7.0,Compras,Analista Júnior,27.0
326,Masc,29,pardo,Ensino Superior,Rio Grande do Sul,5.0,Operações,Estagiário,24.0
327,Masc,33,pardo,Ensino Superior,Mato Grosso,4.0,Recursos Humanos,Analista Júnior,29.0
328,Masc,37,preto,Pós graduação,Tocantins,3.0,TI,Analista Sênior,34.0
329,Fem,29,pardo,Ensino Superior,Santa Catarina,8.0,Recursos Humanos,Analista Sênior,21.0
330,Masc,22,pardo,Mestrado,Paraíba,1.0,Administrativo,Gerente,21.0
331,Masc,27,branco,Ensino Superior,Minas Gerais,1.0,Desenvolvimento de Produtos,Gerente,26.0
332,Masc,21,branco,Ensino Médio,Mato Grosso,3.0,TI,Analista Sênior,18.0
333,Masc,34,pardo,Ensino Superior,Paraíba,4.0,Administrativo,Gerente,30.0
334,Masc,53,pardo,Ensino Superior,Rio Grande do Sul,10.0,Compras,Analista Pleno,43.0
335,Masc,27,pardo,Ensino Superior,Paraná,2.0,Recursos Humanos,Analista Sênior,25.0
336,Masc,35,pardo,Ensino Superior,Paraná,4.0,Compras,Analista Sênior,31.0
337,Masc,30,branco,Ensino Superior,Santa Catarina,11.0,Compras,Analista Pleno,19.0
338,Masc,30,branco,Ensino Superior,Ceará,5.0,TI,Analista Pleno,25.0
339,Masc,51,branco,Pós graduação,Rio de Janeiro,9.0,TI,Analista Pleno,42.0
340,Masc,30,pardo,Ensino Superior,Rio Grande do Sul,5.0,Administrativo,Analista Pleno,25.0
341,Masc,19,pardo,Ensino Superior,São Paulo,4.0,TI,Estagiário,15.0
343,Fem,36,branco,Ensino Superior,Mato Grosso do Sul,7.0,Compras,Analista Júnior,29.0
344,Fem,40,pardo,Ensino Superior,Alagoas,6.0,Administrativo,Analista Sênior,34.0
345,Masc,40,branco,Pós graduação,Amazonas,6.0,TI,Analista Pleno,34.0
346,Masc,31,pardo,Ensino Superior,Mato Grosso,8.0,Marketing,Analista Sênior,23.0
347,Masc,29,branco,Pós graduação,Minas Gerais,6.0,Contabilidade,Analista Sênior,23.0
348,Masc,26,pardo,Ensino Superior,Sergipe,11.0,TI,Analista Sênior,15.0
349,Fem,23,pardo,Pós graduação,Pernambuco,4.0,Operações,Analista Pleno,19.0
350,Masc,25,branco,Ensino Superior,Mato Grosso do Sul,0.0,Contabilidade,Analista Pleno,25.0
351,Masc,30,branco,Ensino Superior,Rondônia,2.0,Vendas,Gerente,28.0
352,Masc,41,branco,Pós graduação,Ceará,13.0,Compras,Analista Pleno,28.0
353,Masc,25,pardo,Ensino Superior,Maranhão,5.0,Contabilidade,Analista Pleno,20.0
354,Fem,23,pardo,Mestrado,Tocantins,5.0,Operações,Analista Júnior,18.0
355,Fem,27,pardo,Ensino Superior,Minas Gerais,9.0,Operações,Gerente,18.0
356,Masc,38,pardo,Ensino Superior,Mato Grosso do Sul,8.0,TI,Gerente,30.0
357,Masc,40,preto,Ensino Superior,Ceará,2.0,TI,Analista Júnior,38.0
358,Masc,36,pardo,Ensino Superior,Alagoas,0.0,Compras,Analista Júnior,36.0
359,Fem,48,pardo,Ensino Superior,Goiás,4.0,Contabilidade,Analista Sênior,44.0
360,Masc,30,pardo,Ensino Superior,Pernambuco,5.0,Recursos Humanos,Analista Pleno,25.0
361,Fem,30,preto,Pós graduação,Rio Grande do Norte,5.0,Compras,Analista Sênior,25.0
362,Masc,30,pardo,Ensino Superior,Rondônia,5.0,Vendas,Analista Júnior,25.0
363,Masc,30,pardo,Ensino Médio,Minas Gerais,5.0,TI,Analista Sênior,25.0
364,Masc,22,branco,Ensino Superior,Tocantins,0.0,Operações,Analista Júnior,22.0
365,Masc,41,pardo,Ensino Superior,Paraíba,8.0,Contabilidade,Analista Júnior,33.0
366,Masc,32,branco,Ensino Superior,São Paulo,7.0,Administrativo,Analista Sênior,25.0
367,Masc,31,branco,Ensino Superior,Piauí,5.0,Recursos Humanos,Analista Pleno,26.0
368,Fem,37,pardo,Pós graduação,Minas Gerais,1.0,Contabilidade,Analista Sênior,36.0
369,Masc,41,branco,Ensino Superior,Goiás,12.0,Vendas,Analista Sênior,29.0
370,Fem,28,pardo,Ensino Superior,Distrito Federal,6.0,Recursos Humanos,Analista Pleno,22.0
371,Masc,23,pardo,Ensino Superior,Acre,5.0,Recursos Humanos,Analista Júnior,18.0
372,Masc,27,preto,Pós graduação,Goiás,3.0,Administrativo,Estagiário,24.0
373,Masc,40,branco,Pós graduação,Rio de Janeiro,3.0,Administrativo,Analista Júnior,37.0
374,Fem,22,pardo,Ensino Superior,São Paulo,3.0,Administrativo,Analista Pleno,19.0
375,Fem,31,pardo,Ensino Superior,Distrito Federal,4.0,Marketing,Analista Pleno,27.0
376,Masc,30,preto,Ensino Superior,Mato Grosso do Sul,8.0,Administrativo,Estagiário,22.0
377,Masc,27,branco,Ensino Superior,Goiás,2.0,Marketing,Analista Júnior,25.0
378,Masc,24,branco,Ensino Superior,Rondônia,6.0,TI,Gerente,18.0
379,Masc,25,pardo,Ensino Superior,Minas Gerais,5.0,Marketing,Analista Júnior,20.0
380,Masc,36,pardo,Pós graduação,Roraima,4.0,Marketing,Diretor,32.0
381,Fem,36,preto,Ensino Superior,São Paulo,4.0,TI,Analista Sênior,32.0
382,Masc,27,indígena,Pós graduação,Rio de Janeiro,3.0,Recursos Humanos,Estagiário,24.0
383,Masc,36,branco,Ensino Superior,Amazonas,1.0,Administrativo,Analista Júnior,35.0
384,Masc,46,pardo,Ensino Superior,Rio de Janeiro,4.0,Marketing,Estagiário,42.0
385,Fem,30,pardo,Ensino Superior,Rio de Janeiro,9.0,Administrativo,Analista Sênior,21.0
386,Masc,28,pardo,Ensino Superior,Minas Gerais,3.0,Compras,Estagiário,25.0
387,Masc,27,branco,Ensino Médio,Santa Catarina,12.0,Desenvolvimento de Produtos,Analista Pleno,15.0
388,Fem,35,branco,Ensino Superior,Ceará,2.0,Vendas,Analista Júnior,33.0
389,Masc,19,pardo,Ensino Superior,Acre,3.0,Vendas,Analista Júnior,16.0
390,Fem,30,branco,Doutorado,Minas Gerais,5.0,Administrativo,Gerente,25.0
391,Masc,22,branco,Ensino Superior,Minas Gerais,6.0,TI,Analista Júnior,16.0
392,Masc,30,branco,Ensino Superior,Paraná,6.0,Desenvolvimento de Produtos,Analista Júnior,24.0
393,Masc,39,pardo,Pós graduação,Ceará,4.0,Desenvolvimento de Produtos,Estagiário,35.0
394,Masc,32,branco,Pós graduação,Rio de Janeiro,8.0,Marketing,Analista Sênior,24.0
396,Fem,25,pardo,Pós graduação,Tocantins,6.0,TI,Analista Sênior,19.0
397,Fem,36,pardo,Ensino Superior,São Paulo,7.0,TI,Analista Pleno,29.0
398,Fem,28,branco,Ensino Superior,Rondônia,6.0,Marketing,Analista Sênior,22.0
399,Fem,35,pardo,Doutorado,Amazonas,9.0,TI,Gerente,26.0
400,Masc,43,pardo,Ensino Superior,Sergipe,5.0,Recursos Humanos,Estagiário,38.0
401,Masc,32,indígena,Ensino Superior,Piauí,6.0,Compras,Analista Júnior,26.0
402,Masc,39,branco,Ensino Superior,Rio de Janeiro,10.0,Vendas,Analista Júnior,29.0
403,Masc,32,pardo,Doutorado,Rio de Janeiro,6.0,Contabilidade,Analista Júnior,26.0
404,Masc,23,pardo,Doutorado,Rio Grande do Sul,0.0,Contabilidade,Analista Sênior,23.0
405,Masc,28,pardo,Ensino Superior,Sergipe,6.0,Recursos Humanos,Estagiário,22.0
406,Masc,23,branco,Ensino Superior,Alagoas,4.0,Contabilidade,Analista Pleno,19.0
407,Masc,37,branco,Mestrado,Amapá,7.0,Recursos Humanos,Analista Pleno,30.0
408,Masc,28,branco,Ensino Superior,Acre,8.0,Operações,Analista Júnior,20.0
409,Masc,30,pardo,Ensino Superior,Minas Gerais,8.0,Desenvolvimento de Produtos,Analista Júnior,22.0
410,Masc,28,pardo,Mestrado,Paraíba,7.0,Contabilidade,Analista Pleno,21.0
411,Masc,20,pardo,Ensino Superior,Ceará,6.0,Compras,Analista Sênior,14.0
412,Masc,35,branco,Ensino Superior,Pará,6.0,Contabilidade,Analista Júnior,29.0
413,Masc,30,pardo,Ensino Superior,São Paulo,5.0,Contabilidade,Analista Júnior,25.0
414,Masc,37,pardo,Pós graduação,Maranhão,2.0,Administrativo,Analista Sênior,35.0
416,Masc,37,preto,Ensino Médio,Bahia,9.0,Desenvolvimento de Produtos,Analista Júnior,28.0
417,Masc,43,pardo,Ensino Superior,São Paulo,3.0,Operações,Analista Júnior,40.0
418,Fem,37,pardo,Ensino Superior,São Paulo,0.0,Administrativo,Analista Pleno,37.0
419,Masc,28,pardo,Ensino Superior,Roraima,1.0,Recursos Humanos,Analista Júnior,27.0
420,Masc,44,branco,Ensino Superior,Rio Grande do Norte,9.0,Recursos Humanos,Analista Júnior,35.0
421,Masc,33,pardo,Ensino Superior,Minas Gerais,11.0,Operações,Diretor,22.0
422,Masc,35,pardo,Mestrado,Ceará,5.0,Marketing,Analista Júnior,30.0
423,Masc,42,pardo,Ensino Superior,Goiás,7.0,Contabilidade,Analista Pleno,35.0
424,Masc,29,branco,Doutorado,Rio Grande do Norte,2.0,Vendas,Analista Pleno,27.0
425,Masc,36,pardo,Pós graduação,Rio de Janeiro,6.0,Desenvolvimento de Produtos,Analista Sênior,30.0
426,Fem,26,branco,Ensino Superior,Minas Gerais,5.0,Contabilidade,Analista Júnior,21.0
427,Masc,35,branco,Mestrado,Pará,8.0,Compras,Estagiário,27.0
428,Fem,23,pardo,Ensino Superior,Acre,2.0,Marketing,Gerente,21.0
430,Fem,45,branco,Ensino Superior,Paraná,3.0,Compras,Analista Júnior,42.0
431,Masc,36,preto,Doutorado,Roraima,5.0,Vendas,Gerente,31.0
432,Masc,23,pardo,Mestrado,Paraíba,7.0,Operações,Analista Sênior,16.0
433,Masc,33,pardo,Doutorado,Minas Gerais,0.0,Recursos Humanos,Analista Júnior,33.0
434,Masc,30,pardo,Pós graduação,Rondônia,5.0,Vendas,Analista Júnior,25.0
435,Masc,48,pardo,Ensino Superior,Pernambuco,10.0,TI,Analista Sênior,38.0
436,Masc,28,pardo,Ensino Superior,Rio de Janeiro,4.0,Compras,Analista Sênior,24.0
437,Fem,19,branco,Ensino Superior,Bahia,4.0,Marketing,Analista Pleno,15.0
438,Fem,30,pardo,Ensino Superior,Rio de Janeiro,5.0,Compras,Gerente,25.0
439,Masc,45,preto,Mestrado,Goiás,8.0,Marketing,Analista Júnior,37.0
440,Masc,42,branco,Ensino Superior,Santa Catarina,7.0,Marketing,Analista Sênior,35.0
441,Fem,30,preto,Ensino Superior,Roraima,5.0,Operações,Analista Pleno,25.0
442,Fem,21,branco,Pós graduação,Rio de Janeiro,6.0,Contabilidade,Estagiário,15.0
443,Masc,25,branco,Ensino Superior,Paraíba,2.0,Administrativo,Analista Júnior,23.0
444,Masc,49,pardo,Doutorado,Amapá,6.0,TI,Analista Pleno,43.0
445,Masc,24,pardo,Ensino Superior,Minas Gerais,4.0,Administrativo,Analista Sênior,20.0
446,Fem,40,branco,Ensino Superior,Rio Grande do Sul,2.0,Vendas,Analista Júnior,38.0
447,Fem,39,branco,Doutorado,Minas Gerais,5.0,Recursos Humanos,Analista Pleno,34.0
448,Masc,30,branco,Ensino Superior,Espírito Santo,5.0,Desenvolvimento de Produtos,Analista Júnior,25.0
449,Masc,25,pardo,Ensino Superior,Rio de Janeiro,2.0,Administrativo,Analista Júnior,23.0
450,Masc,35,branco,Doutorado,Paraná,2.0,Compras,Analista Júnior,33.0
451,Masc,44,pardo,Ensino Superior,Santa Catarina,7.0,Administrativo,Analista Sênior,37.0
452,Masc,35,branco,Ensino Superior,Pernambuco,8.0,Administrativo,Analista Sênior,27.0
453,Fem,56,pardo,Ensino Superior,São Paulo,5.0,Marketing,Gerente,51.0
454,Masc,36,branco,Ensino Superior,Rio Grande do Sul,3.0,Administrativo,Analista Pleno,33.0
455,Masc,39,pardo,Mestrado,Rio Grande do Norte,4.0,Vendas,Analista Sênior,35.0
456,Masc,30,branco,Ensino Superior,Mato Grosso,5.0,Operações,Analista Júnior,25.0
457,Masc,25,branco,Ensino Superior,Pernambuco,1.0,Administrativo,Analista Júnior,24.0
458,Masc,33,preto,Pós graduação,Amapá,2.0,Desenvolvimento de Produtos,Analista Sênior,31.0
459,Masc,30,pardo,Ensino Superior,Rio Grande do Sul,5.0,Vendas,Estagiário,25.0
460,Masc,58,pardo,Ensino Superior,Ceará,9.0,TI,Analista Sênior,49.0
462,Masc,22,pardo,Ensino Superior,São Paulo,4.0,Compras,Analista Júnior,18.0
463,Masc,34,preto,Ensino Superior,Rondônia,8.0,Marketing,Analista Júnior,26.0
464,Masc,20,branco,Ensino Superior,Paraná,4.0,TI,Gerente,16.0
465,Masc,18,branco,Doutorado,Minas Gerais,4.0,Marketing,Analista Pleno,14.0
466,Masc,34,branco,Pós graduação,Rio Grande do Sul,5.0,Compras,Analista Júnior,29.0
467,Fem,28,pardo,Ensino Superior,Minas Gerais,0.0,Desenvolvimento de Produtos,Analista Júnior,28.0
468,Fem,36,branco,Mestrado,Alagoas,3.0,Vendas,Analista Sênior,33.0
469,Masc,25,branco,Ensino Superior,Maranhão,8.0,Recursos Humanos,Analista Júnior,17.0
470,Masc,44,pardo,Ensino Superior,Goiás,1.0,Recursos Humanos,Analista Júnior,43.0
471,Masc,22,pardo,Ensino Superior,Ceará,3.0,Marketing,Analista Júnior,19.0
472,Fem,29,branco,Ensino Médio,Santa Catarina,6.0,Desenvolvimento de Produtos,Estagiário,23.0
473,Masc,56,branco,Ensino Superior,Mato Grosso do Sul,11.0,Administrativo,Analista Sênior,45.0
474,Masc,32,branco,Ensino Superior,Rio Grande do Sul,8.0,Marketing,Analista Júnior,24.0
475,Fem,46,pardo,Ensino Superior,São Paulo,6.0,Operações,Analista Sênior,40.0
476,Fem,31,branco,Ensino Superior,Rio Grande do Sul,6.0,Desenvolvimento de Produtos,Analista Pleno,25.0
477,Fem,39,branco,Ensino Médio,Santa Catarina,8.0,Contabilidade,Analista Pleno,31.0
478,Masc,20,pardo,Ensino Superior,Tocantins,5.0,Recursos Humanos,Analista Júnior,15.0
479,Masc,46,branco,Ensino Superior,Roraima,2.0,Administrativo,Estagiário,44.0
480,Masc,40,branco,Ensino Médio,Ceará,8.0,TI,Analista Sênior,32.0
482,Masc,49,preto,Ensino Superior,Santa Catarina,7.0,TI,Analista Pleno,42.0
483,Masc,19,branco,Ensino Superior,Rio Grande do Sul,4.0,Desenvolvimento de Produtos,Analista Pleno,15.0
484,Masc,30,pardo,Ensino Superior,Minas Gerais,5.0,Desenvolvimento de Produtos,Gerente,25.0
485,Masc,30,pardo,Ensino Superior,Santa Catarina,5.0,Compras,Analista Júnior,25.0
486,Masc,27,branco,Ensino Superior,Santa Catarina,3.0,TI,Analista Pleno,24.0
487,Masc,26,pardo,Ensino Superior,Paraíba,9.0,Vendas,Analista Pleno,17.0
489,Masc,26,pardo,Ensino Superior,Alagoas,2.0,Contabilidade,Analista Sênior,24.0
490,Fem,40,preto,Pós graduação,Rondônia,10.0,Desenvolvimento de Produtos,Analista Júnior,30.0
491,Masc,45,pardo,Ensino Superior,Rio de Janeiro,7.0,Marketing,Diretor,38.0
492,Masc,22,preto,Ensino Superior,Rio de Janeiro,4.0,Contabilidade,Estagiário,18.0
493,Fem,33,branco,Mestrado,São Paulo,6.0,Contabilidade,Analista Júnior,27.0
494,Fem,30,pardo,Ensino Médio,Minas Gerais,5.0,TI,Gerente,25.0
495,Fem,42,branco,Ensino Superior,Roraima,4.0,Compras,Analista Pleno,38.0
496,Masc,41,pardo,Mestrado,Distrito Federal,5.0,Marketing,Gerente,36.0
497,Fem,30,pardo,Ensino Superior,São Paulo,7.0,Contabilidade,Estagiário,23.0
498,Masc,20,pardo,Ensino Médio,Rio Grande do Sul,4.0,Administrativo,Analista Pleno,16.0
499,Masc,27,branco,Ensino Superior,Amazonas,8.0,Contabilidade,Analista Sênior,19.0
500,Masc,22,pardo,Pós graduação,Sergipe,2.0,Compras,Analista Júnior,20.0
501,Masc,30,pardo,Ensino Superior,Rio de Janeiro,5.0,Administrativo,Analista Júnior,25.0
502,Fem,27,pardo,Ensino Superior,Ceará,4.0,Vendas,Estagiário,23.0
503,Masc,42,branco,Ensino Superior,Minas Gerais,5.0,Vendas,Gerente,37.0
504,Fem,21,preto,Ensino Superior,Alagoas,1.0,Vendas,Analista Júnior,20.0
505,Masc,30,branco,Ensino Superior,Minas Gerais,7.0,Recursos Humanos,Analista Júnior,23.0
506,Masc,27,pardo,Ensino Superior,Santa Catarina,4.0,Recursos Humanos,Analista Júnior,23.0
507,Masc,46,pardo,Mestrado,Paraná,12.0,Administrativo,Analista Pleno,34.0
508,Masc,45,branco,Ensino Superior,Rio Grande do Norte,0.0,Administrativo,Estagiário,45.0
509,Masc,30,pardo,Mestrado,Mato Grosso,6.0,Operações,Analista Sênior,24.0
510,Masc,30,preto,Ensino Superior,Minas Gerais,14.0,Administrativo,Analista Sênior,16.0
511,Masc,38,pardo,Ensino Superior,Roraima,7.0,Administrativo,Analista Júnior,31.0
512,Masc,22,pardo,Ensino Superior,São Paulo,6.0,Contabilidade,Analista Júnior,16.0
513,Masc,39,preto,Doutorado,Distrito Federal,3.0,Desenvolvimento de Produtos,Analista Sênior,36.0
514,Fem,46,pardo,Ensino Superior,Ceará,4.0,Recursos Humanos,Analista Júnior,42.0
515,Masc,20,pardo,Ensino Superior,Paraíba,0.0,Desenvolvimento de Produtos,Analista Sênior,20.0
516,Masc,48,branco,Ensino Superior,Goiás,1.0,Contabilidade,Gerente,47.0
517,Masc,32,pardo,Doutorado,Rondônia,7.0,Desenvolvimento de Produtos,Gerente,25.0
518,Fem,26,preto,Ensino Superior,Paraíba,4.0,Desenvolvimento de Produtos,Analista Sênior,22.0
519,Masc,39,pardo,Ensino Superior,Rio Grande do Norte,7.0,Recursos Humanos,Analista Pleno,32.0
520,Masc,30,branco,Ensino Superior,Sergipe,7.0,Operações,Analista Júnior,23.0
521,Fem,30,branco,Ensino Superior,Mato Grosso do Sul,5.0,Recursos Humanos,Analista Júnior,25.0
522,Masc,38,branco,Mestrado,Mato Grosso,3.0,Contabilidade,Analista Pleno,35.0
523,Fem,30,branco,Ensino Superior,Mato Grosso do Sul,11.0,Administrativo,Estagiário,19.0
524,Masc,30,pardo,Ensino Médio,Amazonas,5.0,TI,Analista Sênior,25.0
525,Masc,46,branco,Ensino Superior,Rio Grande do Sul,9.0,Recursos Humanos,Analista Pleno,37.0
526,Fem,33,pardo,Ensino Superior,Mato Grosso do Sul,1.0,Vendas,Analista Júnior,32.0
527,Fem,37,branco,Ensino Superior,Piauí,5.0,Marketing,Analista Sênior,32.0
528,Masc,38,pardo,Ensino Superior,Rio Grande do Norte,8.0,Desenvolvimento de Produtos,Analista Sênior,30.0
529,Masc,18,branco,Ensino Superior,Tocantins,3.0,Marketing,Analista Pleno,15.0
530,Fem,20,branco,Doutorado,Sergipe,2.0,Vendas,Analista Sênior,18.0
531,Masc,30,pardo,Pós graduação,São Paulo,6.0,Contabilidade,Analista Sênior,24.0
532,Masc,30,pardo,Pós graduação,Pará,5.0,Recursos Humanos,Analista Pleno,25.0
533,Fem,21,preto,Ensino Superior,Rio de Janeiro,5.0,Administrativo,Analista Sênior,16.0
534,Masc,29,pardo,Ensino Superior,Pernambuco,0.0,Contabilidade,Analista Pleno,29.0
535,Masc,38,preto,Doutorado,Roraima,6.0,Contabilidade,Gerente,32.0
536,Fem,24,branco,Ensino Superior,Rondônia,7.0,TI,Estagiário,17.0
537,Masc,38,pardo,Ensino Superior,Rio de Janeiro,3.0,Administrativo,Analista Júnior,35.0
538,Masc,31,pardo,Mestrado,Acre,5.0,TI,Gerente,26.0
539,Masc,33,branco,Ensino Superior,Acre,1.0,Vendas,Analista Júnior,32.0
540,Masc,30,branco,Mestrado,Rio de Janeiro,0.0,Vendas,Gerente,30.0
541,Masc,18,pardo,Pós graduação,Rio de Janeiro,2.0,Compras,Analista Pleno,16.0
542,Masc,28,pardo,Pós graduação,Rio Grande do Sul,1.0,Recursos Humanos,Analista Júnior,27.0
543,Masc,26,preto,Pós graduação,Mato Grosso,0.0,Desenvolvimento de Produtos,Analista Pleno,26.0
544,Masc,31,pardo,Ensino Superior,Mato Grosso do Sul,8.0,Marketing,Analista Sênior,23.0
545,Masc,28,pardo,Mestrado,Santa Catarina,1.0,Administrativo,Gerente,27.0
546,Masc,29,pardo,Ensino Superior,Mato Grosso,5.0,Administrativo,Analista Júnior,24.0
547,Masc,36,pardo,Mestrado,Minas Gerais,7.0,Desenvolvimento de Produtos,Analista Júnior,29.0
548,Masc,30,pardo,Mestrado,Rio de Janeiro,5.0,Vendas,Analista Pleno,25.0
549,Masc,32,pardo,Ensino Superior,Rio de Janeiro,1.0,Contabilidade,Analista Sênior,31.0
550,Masc,26,branco,Ensino Superior,Alagoas,3.0,Marketing,Gerente,23.0
551,Fem,23,pardo,Pós graduação,São Paulo,7.0,Administrativo,Analista Júnior,16.0
552,Masc,39,pardo,Ensino Médio,Mato Grosso do Sul,6.0,Recursos Humanos,Analista Júnior,33.0
553,Masc,28,pardo,Ensino Superior,Ceará,1.0,Compras,Analista Júnior,27.0
554,Masc,25,pardo,Ensino Superior,Amazonas,3.0,TI,Gerente,22.0
555,Masc,30,pardo,Ensino Superior,Minas Gerais,4.0,Vendas,Analista Pleno,26.0
556,Masc,40,branco,Ensino Superior,São Paulo,6.0,Contabilidade,Analista Sênior,34.0
557,Masc,34,pardo,Ensino Superior,Mato Grosso,5.0,Desenvolvimento de Produtos,Analista Pleno,29.0
558,Masc,30,branco,Ensino Superior,Sergipe,5.0,Recursos Humanos,Estagiário,25.0
559,Masc,27,pardo,Ensino Superior,Tocantins,11.0,Marketing,Analista Pleno,16.0
560,Masc,24,preto,Ensino Médio,Mato Grosso do Sul,10.0,Administrativo,Analista Júnior,14.0
561,Masc,24,pardo,Mestrado,Mato Grosso do Sul,0.0,Recursos Humanos,Analista Pleno,24.0
562,Masc,34,branco,Pós graduação,Minas Gerais,5.0,Operações,Gerente,29.0
563,Masc,30,branco,Mestrado,Mato Grosso,5.0,Administrativo,Estagiário,25.0
564,Fem,25,pardo,Ensino Superior,Pernambuco,5.0,TI,Analista Sênior,20.0
565,Masc,36,branco,Ensino Superior,Santa Catarina,5.0,Administrativo,Analista Júnior,31.0
566,Masc,30,pardo,Ensino Superior,São Paulo,5.0,Administrativo,Analista Pleno,25.0
567,Fem,33,pardo,Doutorado,Pará,11.0,Administrativo,Gerente,22.0
568,Masc,30,branco,Ensino Superior,Mato Grosso,5.0,Vendas,Analista Júnior,25.0
569,Fem,28,branco,Ensino Superior,Amazonas,10.0,TI,Analista Pleno,18.0
